-9.999333292795130390e+00,9.606014786558949581e+00,-6.734523906346266742e+00,3.540579573849662154e+00,-8.955459432065492109e+00,3.279063506907569092e+00,4.344208463503232309e+00,-3.444639394255879949e+00,-4.418370729930320984e+00,-7.723764580833327287e+00,2.000000000000000000e+00
-9.966609350531072664e+00,9.512818910982034026e+00,-4.993025193824669472e+00,4.996767792122501106e+00,-7.838904688766704432e+00,4.314407527752219806e+00,2.837099547277013301e-01,-7.496309598312798528e+00,-9.751672673951002679e+00,-2.059638303061341880e+00,2.000000000000000000e+00
-6.234363820096648467e+00,5.249259628192997518e+00,3.763385204126084016e+00,-4.170255054886147228e+00,-2.912587864240899549e+00,-2.458826307495303176e+00,3.635118804556569216e+00,6.759963023570847440e-01,3.813213568312294299e+00,2.013965488964448269e+00,4.000000000000000000e+00
-9.143496705404578151e+00,9.804499194006929486e+00,-5.592437697996964552e+00,4.174246528041479110e+00,-8.599538138075244476e+00,-7.176850078293668389e+00,6.935868699996696307e+00,-2.464162927590518137e+00,-7.654059609986103574e+00,9.964876178695487141e+00,2.000000000000000000e+00
-6.310018387203568224e+00,-1.877282084293117936e+00,-6.121958686566450147e+00,9.373483702951592278e+00,-3.854219858397324394e+00,-6.090748232877274404e-02,-6.232787464734110827e+00,-6.159606644128441388e+00,-1.654162089996528806e+00,3.622370228367477907e+00,0.000000000000000000e+00
-2.265588680147790690e+00,1.401857530087337711e+00,9.757597850301310771e+00,5.589503321871528208e+00,-2.901821804431797602e+00,-1.834398292671675534e+00,-4.623403990583943468e+00,4.490613327073578631e+00,-1.236302391676144197e+00,-8.838394583977436270e+00,3.000000000000000000e+00
-1.999687091533975725e+00,5.717997873938830411e-01,1.001135136396021430e+01,5.567319614422150842e+00,-2.459187155544757974e+00,-1.672519799711427169e+00,-8.060568554504161654e-01,7.536992453073480647e+00,5.603448814016175561e+00,3.862591364385195902e+00,3.000000000000000000e+00
-6.142043107991359996e+00,6.317235391556211610e+00,3.483693305852553657e+00,-4.009903528695677899e+00,-3.095726925078539082e+00,8.105784503341894265e+00,4.974255057469568087e+00,-9.787000881006600039e+00,4.566454641614065224e+00,9.475751983335776174e+00,4.000000000000000000e+00
-4.075846162669464867e+00,2.596293648285970423e+00,-9.313839654944242596e+00,-2.653634653670081001e+00,-4.356739381417065182e-01,3.810916441605012750e+00,-2.383882705098336885e-01,-8.778174048405606555e+00,4.063580857447046668e-01,-6.176716016598271963e+00,1.000000000000000000e+00
-4.539036608550943264e+00,1.375504670974007304e+00,-8.901406192594723876e+00,-2.661348760639965061e+00,-6.540377893616811100e-02,-9.831897443557410909e+00,-7.192040400887778517e+00,5.144802610464719095e+00,6.616715538241432881e+00,6.888908680784098237e-01,1.000000000000000000e+00
-2.369950808057907476e+00,2.330287207097445634e-01,9.405540029532080126e+00,5.133383912134694249e+00,-1.901997652178440523e+00,7.477463507881061844e+00,4.159635489376213968e+00,-7.018087562813947855e+00,4.312592288293227938e+00,-5.173200483061657806e+00,3.000000000000000000e+00
-6.824120700989604771e+00,-2.803916512000129480e+00,-4.867963323113251306e+00,9.703109966551757282e+00,-3.291877287483548020e+00,8.008870872427170440e+00,5.922371088771454239e+00,9.689911764374397052e+00,-1.326424079221935060e+00,8.869275950862466118e+00,0.000000000000000000e+00
-8.370292731286177457e+00,9.846700261962338274e+00,-5.178544518426083876e+00,5.500955010405355061e+00,-8.509297223741645766e+00,-1.121942847922653641e+00,9.705577667227323957e+00,5.388445717525920386e+00,-2.511858862288594452e+00,2.074105844292422063e-01,2.000000000000000000e+00
-7.249762683985089495e+00,5.331479315610901715e+00,2.664049615775275548e+00,-3.196998675248211796e+00,-2.778949213119985107e+00,7.033433158956007958e+00,-2.888038021480399564e+00,-2.918029249255445379e+00,-4.536046775237068118e+00,-5.167635150722871273e+00,4.000000000000000000e+00
-8.895336625881034465e+00,8.690147392931718784e+00,-5.420593133245287021e+00,4.377371774060840437e+00,-8.818847254984934381e+00,8.916674475793744392e+00,-7.658565264321475219e+00,-8.785391466700820828e+00,8.421559946948423914e+00,9.085407138906727909e+00,2.000000000000000000e+00
-7.360092939693554825e+00,-3.205699343911582400e+00,-6.832776059351349573e+00,1.030218287977094782e+01,-3.793805810126403166e+00,7.450555208398235152e+00,-4.559930293378466892e+00,6.311966716653500953e+00,1.445853060559358028e+00,6.846757451205366607e+00,0.000000000000000000e+00
-6.585659098224403429e+00,5.005394945537699591e+00,3.026709036751130899e+00,-4.156563227138635241e+00,-2.624404906819651107e+00,2.899889431938193596e+00,-7.499738204580617129e+00,8.093902365782710717e+00,-5.357467682235029116e+00,-5.631772651692912746e+00,4.000000000000000000e+00
-9.720339180083202635e+00,9.057242009077391742e+00,-5.578191250062436879e+00,4.381319265893659498e+00,-7.823278237868731111e+00,-7.990460746346790266e+00,4.359144691345701261e+00,6.218611747054630712e+00,-4.074299832365840146e+00,-3.298681588953160215e+00,2.000000000000000000e+00
-9.663685001587738910e+00,9.721395448883264123e+00,-5.984407627150559073e+00,4.293080464044439992e+00,-8.231160315844329389e+00,4.141656851724029309e-02,6.153670281765702299e+00,-3.136022819893646840e+00,7.732255013114549769e+00,7.199214379683311904e-01,2.000000000000000000e+00
-6.444664116919478047e+00,5.440797275437055269e+00,2.838672799089176468e+00,-4.103605008574067625e+00,-1.861055163638299259e+00,-1.221175331381099127e+00,-4.863133086125430715e+00,-1.100098557424541212e+00,7.441902270768224525e+00,7.685887659763924518e+00,4.000000000000000000e+00
-3.669527182859347647e+00,9.817661140595919100e-01,8.545600396060756054e+00,5.326223864563383259e+00,-1.505197026618175116e+00,7.068048150230264781e+00,4.759564863392267142e+00,5.531007237417917111e+00,-6.705187326615291710e+00,-4.915933381613957209e+00,3.000000000000000000e+00
-2.500350670967953270e+00,2.275896784404544793e+00,8.852145776010747369e+00,4.656734933511348373e+00,-2.176648098042788693e+00,5.781792366715663434e-01,-5.411039180704828588e+00,2.710105593470121477e+00,-8.228752061491992009e+00,-9.255255202095337808e+00,3.000000000000000000e+00
